0.0395	5.0	255	21.23	34.38
0.0401	5.0	255	21.82	17.67
0.0407	5.0	255	21.52	17.43
0.0412	5.0	255	22.12	17.92
0.0418	5.0	255	16.83	18.17
0.0424	5.0	255	21.37	34.62
0.0430	5.0	255	21.67	17.55
0.0435	5.0	255	17.07	18.44
0.0441	5.0	255	26.18	16.96
0.0447	5.0	255	26.36	34.15
0.0453	5.0	255	20.94	16.96
0.0459	5.0	255	21.67	17.55
0.0465	5.0	255	21.37	34.62
0.0471	5.0	255	21.52	17.43
0.0476	5.0	255	27.65	17.92
0.0483	5.0	255	20.27	32.83
0.0489	5.0	255	25.84	16.74
0.0494	5.0	255	27.46	17.79
0.0500	5.0	255	21.08	34.15
0.0506	5.0	255	21.82	17.67
0.0513	5.0	255	29.27	31.61
0.0518	5.0	255	21.23	17.19
0.0524	5.0	255	27.08	35.09
0.0530	5.0	255	20.14	16.31
0.0536	5.0	255	26.53	17.19
0.0542	5.0	255	26.36	34.15
0.0549	5.0	255	30.21	16.31
0.0555	5.0	255	24.54	31.80
0.0561	5.0	255	26.01	33.70
0.0567	5.0	255	21.23	17.19
0.0573	5.0	255	31.42	33.92
0.0579	5.0	255	24.54	15.90
0.0586	5.0	255	25.17	32.62
0.0592	5.0	255	26.36	17.08
0.0598	5.0	255	29.64	32.00
0.0604	5.0	255	21.67	17.55
0.0610	5.0	255	29.64	32.00
0.0617	5.0	255	29.27	31.61
0.0622	5.0	255	21.82	17.67
0.0628	5.0	255	25.50	33.04
0.0634	5.0	255	26.90	17.43
0.0641	5.0	255	33.32	30.84
0.0648	5.0	255	28.22	30.47
0.0653	5.0	255	27.27	35.34
0.0660	5.0	255	24.70	16.00
0.0666	5.0	255	25.34	32.83
0.0672	5.0	255	29.27	31.61
0.0679	5.0	255	30.40	16.41
0.0685	5.0	255	30.40	32.83
0.0691	5.0	255	20.53	33.26
0.0697	5.0	255	29.27	31.61
0.0703	5.0	255	30.40	16.41
0.0710	5.0	255	25.50	33.04
0.0716	5.0	255	29.27	31.61
0.0722	5.0	255	29.64	32.00
0.0729	5.0	255	30.02	16.21
0.0735	5.0	255	29.45	31.80
0.0741	5.0	255	29.64	32.00
0.0748	5.0	255	30.60	33.04
0.0754	5.0	255	28.22	30.47
0.0761	5.0	255	29.64	32.00
0.0767	5.0	255	30.40	32.83
0.0773	5.0	255	34.58	16.00
0.0780	5.0	255	28.39	30.65
0.0786	5.0	255	25.34	32.83
0.0793	5.0	255	33.52	31.03
0.0799	5.0	255	30.21	32.62
0.0805	5.0	255	24.70	32.00
0.0812	5.0	255	33.94	15.71
0.0819	5.0	255	32.15	44.64
0.0825	5.0	255	31.63	34.15
0.0831	5.0	255	28.22	15.23
0.0838	5.0	255	29.27	31.61
0.0844	5.0	255	34.58	32.00
0.0851	5.0	255	28.56	30.84
0.0857	5.0	255	29.27	31.61
0.0863	5.0	255	29.64	32.00
0.0870	5.0	255	37.62	30.47
0.0876	5.0	255	24.70	32.00
0.0883	5.0	255	29.27	31.61
0.0889	5.0	255	29.27	31.61
0.0896	5.0	255	33.52	31.03
0.0903	5.0	255	32.72	30.29
0.0909	5.0	255	29.45	31.80
0.0915	5.0	255	30.80	33.26
0.0922	5.0	255	36.53	29.58
0.0929	5.0	255	28.22	30.47
0.0935	5.0	255	33.52	31.03
0.0942	5.0	255	34.15	31.61
0.0948	5.0	255	28.56	30.84
0.0955	5.0	255	33.12	30.65
0.0962	5.0	255	32.15	44.64
0.0968	5.0	255	31.63	17.08
0.0975	5.0	255	34.52	41.94
0.0982	5.0	255	33.12	30.65
0.0988	5.0	255	30.60	33.04
0.0994	5.0	255	28.56	30.84
0.1002	5.0	255	39.49	28.43
0.1008	5.0	255	33.52	31.03
0.1015	5.0	255	34.15	47.41
0.1022	5.0	255	31.06	28.75
0.1028	5.0	255	33.12	30.65
0.1035	5.0	255	34.36	31.80
0.1041	5.0	255	28.39	30.65
0.1048	5.0	255	38.08	30.84
0.1055	5.0	255	28.39	30.65
0.1061	5.0	255	33.32	46.26
0.1068	5.0	255	29.27	31.61
0.1075	5.0	255	38.84	27.96
0.1082	5.0	255	33.12	30.65
0.1088	5.0	255	34.36	31.80
0.1095	5.0	255	28.39	30.65
0.1102	5.0	255	35.90	43.62
0.1108	5.0	255	37.40	30.29
0.1115	5.0	255	28.39	30.65
0.1122	5.0	255	36.96	29.93
0.1129	5.0	255	35.50	43.12
0.1135	5.0	255	29.27	31.61
0.1142	5.0	255	34.58	32.00
0.1149	5.0	255	39.49	28.43
0.1156	5.0	255	31.06	43.12
0.1162	5.0	255	33.32	30.84
0.1169	5.0	255	36.53	29.58
0.1176	5.0	255	36.53	29.58
0.1183	5.0	255	33.52	46.54
0.1190	5.0	255	35.10	28.43
0.1197	5.0	255	38.08	30.84
0.1204	5.0	255	31.24	43.37
0.1210	5.0	255	29.27	31.61
0.1217	5.0	255	36.53	29.58
0.1224	5.0	255	36.74	29.76
0.1231	5.0	255	36.74	44.64
0.1237	5.0	255	31.78	29.41
0.1244	5.0	255	38.31	46.54
0.1251	5.0	255	30.89	28.59
0.1258	5.0	255	32.92	30.47
0.1264	5.0	255	38.08	30.84
0.1271	5.0	255	35.70	43.37
0.1278	5.0	255	32.92	30.47
0.1285	5.0	255	28.56	30.84
0.1292	5.0	255	35.50	43.12
0.1299	5.0	255	40.86	29.41
0.1306	5.0	255	32.15	29.76
0.1312	5.0	255	32.15	44.64
0.1319	5.0	255	36.53	29.58
0.1326	5.0	255	35.70	43.37
0.1333	5.0	255	32.92	30.47
0.1340	5.0	255	41.10	29.58
0.1347	5.0	255	35.90	43.62
0.1354	5.0	255	28.05	30.29
0.1361	5.0	255	41.10	44.38
0.1368	5.0	255	34.71	28.11
0.1374	5.0	255	37.40	30.29
0.1381	5.0	255	32.53	45.16
0.1388	5.0	255	35.50	28.75
0.1396	5.0	255	38.63	41.71
0.1402	5.0	255	37.40	30.29
0.1409	5.0	255	28.73	31.03
0.1416	5.0	255	32.15	44.64
0.1422	5.0	255	37.85	30.65
0.1429	5.0	255	32.15	44.64
0.1436	5.0	255	39.94	28.75
0.1443	5.0	255	36.32	44.12
0.1450	5.0	255	32.34	29.93
0.1457	5.0	255	36.53	29.58
0.1464	5.0	255	34.33	41.71
0.1471	5.0	255	37.85	30.65
0.1478	5.0	255	35.70	43.37
0.1485	5.0	255	39.71	28.59
0.1492	5.0	255	34.15	41.48
0.1499	5.0	255	33.32	30.84
0.1506	5.0	255	37.62	45.70
0.1513	5.0	255	34.52	27.96
0.1520	5.0	255	35.70	43.37
0.1527	5.0	255	36.32	29.41
0.1534	5.0	255	44.12	42.88
0.1541	5.0	255	34.71	28.11
0.1548	5.0	255	35.50	43.12
0.1555	5.0	255	32.72	30.29
0.1562	5.0	255	38.31	46.54
0.1569	5.0	255	35.70	28.91
0.1576	5.0	255	37.20	40.17
0.1583	5.0	255	41.34	29.76
0.1590	5.0	255	31.24	43.37
0.1597	5.0	255	32.72	30.29
0.1604	5.0	255	38.84	41.94
0.1611	5.0	255	36.53	29.58
0.1618	5.0	255	35.70	43.37
0.1625	5.0	255	36.32	29.41
0.1632	5.0	255	35.70	43.37
0.1639	5.0	255	40.86	44.12
0.1646	5.0	255	38.63	27.81
0.1653	5.0	255	35.70	43.37
0.1660	5.0	255	31.96	29.58
0.1668	5.0	255	41.78	40.60
0.1675	5.0	255	41.34	29.76
0.1682	5.0	255	34.33	41.71
0.1689	5.0	255	36.32	29.41
0.1696	5.0	255	32.53	45.16
0.1703	5.0	255	38.63	41.71
0.1710	5.0	255	42.68	27.65
0.1718	5.0	255	38.63	41.71
0.1724	5.0	255	38.08	46.26
0.1731	5.0	255	31.06	28.75
0.1738	5.0	255	37.40	45.43
0.1745	5.0	255	35.90	29.08
0.1752	5.0	255	38.84	41.94
0.1759	5.0	255	35.10	28.43
0.1766	5.0	255	40.39	43.62
0.1774	5.0	255	30.89	42.88
0.1780	5.0	255	37.85	30.65
0.1787	5.0	255	31.42	43.62
0.1794	5.0	255	39.49	28.43
0.1802	5.0	255	41.56	40.38
0.1809	5.0	255	39.05	42.17
0.1816	5.0	255	36.53	44.38
0.1823	5.0	255	35.30	28.59
0.1830	5.0	255	36.53	44.38
0.1837	5.0	255	39.05	28.11
0.1845	5.0	255	42.92	41.71
0.1852	5.0	255	38.63	41.71
0.1859	5.0	255	35.50	28.75
0.1866	5.0	255	36.53	44.38
0.1873	5.0	255	35.50	43.12
0.1880	5.0	255	38.84	27.96
0.1888	5.0	255	42.68	41.48
0.1895	5.0	255	38.63	41.71
0.1902	5.0	255	36.53	44.38
0.1909	5.0	255	31.06	28.75
0.1915	5.0	255	37.85	45.98
0.1923	5.0	255	34.33	27.81
0.1930	5.0	255	46.20	40.82
0.1938	5.0	255	41.78	40.60
0.1945	5.0	255	34.33	41.71
0.1952	5.0	255	36.74	29.76
0.1959	5.0	255	32.15	44.64
0.1966	5.0	255	36.53	44.38
0.1973	5.0	255	45.47	26.78
0.1981	5.0	255	38.00	41.04
0.1988	5.0	255	39.71	42.88
0.1995	5.0	255	31.96	29.58
0.2002	5.0	255	39.27	42.40
0.2009	5.0	255	38.42	41.48
0.2017	5.0	255	41.56	40.38
0.2024	5.0	255	40.16	43.37
0.2031	5.0	255	39.71	28.59
0.2038	5.0	255	38.63	41.71
0.2046	5.0	255	34.33	41.71
0.2053	5.0	255	39.94	28.75
0.2060	5.0	255	38.84	41.94
0.2067	5.0	255	38.42	41.48
0.2074	5.0	255	38.08	46.26
0.2081	5.0	255	37.60	27.07
0.2089	5.0	255	42.68	41.48
0.2096	5.0	255	38.84	41.94
0.2103	5.0	255	34.33	41.71
0.2110	5.0	255	37.85	30.65
0.2118	5.0	255	37.60	40.60
0.2125	5.0	255	41.78	40.60
0.2132	5.0	255	38.63	41.71
0.2139	5.0	255	36.53	29.58
0.2147	5.0	255	43.15	41.94
0.2154	5.0	255	37.60	40.60
0.2161	5.0	255	35.30	42.88
0.2168	5.0	255	39.49	28.43
0.2176	5.0	255	39.27	42.40
0.2183	5.0	255	41.56	40.38
0.2190	5.0	255	38.63	41.71
0.2197	5.0	255	41.34	44.64
0.2204	5.0	255	35.30	28.59
0.2212	5.0	255	41.78	40.60
0.2219	5.0	255	34.33	41.71
0.2227	5.0	255	43.39	42.17
0.2234	5.0	255	35.30	28.59
0.2241	5.0	255	36.32	44.12
0.2248	5.0	255	41.12	39.96
0.2256	5.0	255	38.42	41.48
0.2262	5.0	255	32.92	30.47
0.2269	5.0	255	43.39	42.17
0.2277	5.0	255	40.28	39.14
0.2285	5.0	255	38.63	41.71
0.2291	5.0	255	37.85	45.98
0.2299	5.0	255	38.63	27.81
0.2306	5.0	255	37.60	40.60
0.2314	5.0	255	45.71	40.38
0.2321	5.0	255	39.27	42.40
0.2328	5.0	255	32.92	30.47
0.2335	5.0	255	41.34	40.17
0.2343	5.0	255	37.60	40.60
0.2350	5.0	255	43.39	42.17
0.2357	5.0	255	41.78	40.60
0.2365	5.0	255	33.96	41.26
0.2372	5.0	255	36.74	29.76
0.2379	5.0	255	45.00	39.75
0.2387	5.0	255	38.42	41.48
0.2393	5.0	255	37.62	45.70
0.2401	5.0	255	39.05	42.17
0.2408	5.0	255	37.20	26.78
0.2415	5.0	255	35.70	43.37
0.2423	5.0	255	41.78	40.60
0.2430	5.0	255	39.71	28.59
0.2437	5.0	255	41.78	40.60
0.2445	5.0	255	41.56	40.38
0.2452	5.0	255	35.90	43.62
0.2459	5.0	255	38.21	41.26
0.2467	5.0	255	41.78	40.60
0.2474	5.0	255	41.34	44.64
0.2481	5.0	255	37.40	26.92
0.2489	5.0	255	43.39	42.17
0.2496	5.0	255	38.21	41.26
0.2503	5.0	255	42.23	41.04
0.2511	5.0	255	38.63	41.71
0.2518	5.0	255	39.49	28.43
0.2525	5.0	255	41.12	39.96
0.2533	5.0	255	39.71	42.88
0.2540	5.0	255	31.06	43.12
0.2547	5.0	255	41.56	40.38
0.2554	5.0	255	39.71	28.59
0.2562	5.0	255	39.05	42.17
0.2569	5.0	255	41.34	40.17
0.2576	5.0	255	37.18	45.16
0.2583	5.0	255	39.71	42.88
0.2591	5.0	255	37.20	26.78
0.2598	5.0	255	40.16	43.37
0.2605	5.0	255	37.60	40.60
0.2613	5.0	255	41.78	40.60
0.2620	5.0	255	39.71	42.88
0.2627	5.0	255	41.56	40.38
0.2635	5.0	255	38.84	27.96
0.2642	5.0	255	35.30	42.88
0.2649	5.0	255	41.78	40.60
0.2657	5.0	255	41.78	40.60
0.2664	5.0	255	36.53	29.58
0.2671	5.0	255	39.94	43.12
0.2678	5.0	255	37.60	40.60
0.2686	5.0	255	38.63	41.71
0.2693	5.0	255	44.30	39.14
0.2701	5.0	255	38.84	41.94
0.2707	5.0	255	33.32	30.84
0.2715	5.0	255	42.68	41.48
0.2722	5.0	255	37.60	40.60
0.2729	5.0	255	36.96	44.90
0.2736	5.0	255	38.21	27.50
0.2744	5.0	255	42.00	40.82
0.2751	5.0	255	39.71	42.88
0.2759	5.0	255	37.80	40.82
0.2766	5.0	255	38.42	41.48
0.2773	5.0	255	39.71	28.59
0.2781	5.0	255	48.83	52.73
0.2788	5.0	255	34.52	27.96
0.2795	5.0	255	35.70	43.37
0.2802	5.0	255	39.94	43.12
0.2810	5.0	255	40.28	39.14
0.2817	5.0	255	38.63	41.71
0.2825	5.0	255	42.68	27.65
0.2832	5.0	255	40.39	43.62
0.2839	5.0	255	37.20	40.17
0.2847	5.0	255	38.63	41.71
0.2854	5.0	255	39.71	42.88
0.2861	5.0	255	42.00	40.82
0.2868	5.0	255	42.68	41.48
0.2876	5.0	255	34.33	27.81
0.2883	5.0	255	39.05	42.17
0.2890	5.0	255	38.63	41.71
0.2898	5.0	255	43.88	42.64
0.2905	5.0	255	41.78	40.60
0.2912	5.0	255	34.52	27.96
0.2919	5.0	255	40.16	43.37
0.2927	5.0	255	37.20	40.17
0.2934	5.0	255	43.39	42.17
0.2942	5.0	255	41.34	40.17
0.2950	5.0	255	40.69	39.55
0.2956	5.0	255	36.32	44.12
0.2964	5.0	255	38.84	27.96
0.2971	5.0	255	45.95	40.60
0.2979	5.0	255	34.33	41.71
0.2986	5.0	255	39.05	42.17
0.2993	5.0	255	42.92	41.71
0.3000	5.0	255	34.91	42.40
0.3008	5.0	255	38.84	27.96
0.3015	5.0	255	38.84	41.94
0.3022	5.0	255	38.84	41.94
0.3030	5.0	255	41.34	40.17
0.3037	5.0	255	39.05	42.17
0.3044	5.0	255	37.62	45.70
0.3051	5.0	255	37.40	26.92
0.3059	5.0	255	41.78	40.60
0.3066	5.0	255	35.70	43.37
0.3073	5.0	255	42.92	41.71
0.3081	5.0	255	37.20	40.17
0.3088	5.0	255	40.16	43.37
0.3095	5.0	255	42.92	41.71
0.3102	5.0	255	34.15	27.65
0.3110	5.0	255	43.15	41.94
0.3117	5.0	255	44.76	39.55
0.3125	5.0	255	37.60	40.60
0.3132	5.0	255	38.21	41.26
0.3139	5.0	255	33.52	31.03
0.3146	5.0	255	38.63	41.71
0.3154	5.0	255	44.53	39.34
0.3161	5.0	255	38.63	41.71
0.3168	5.0	255	40.16	43.37
0.3175	5.0	255	31.78	29.41
0.3183	5.0	255	42.00	54.42
0.3190	5.0	255	38.84	27.96
0.3197	5.0	255	39.94	43.12
0.3205	5.0	255	37.40	40.38
0.3212	5.0	255	38.63	41.71
0.3220	5.0	255	45.95	40.60
0.3227	5.0	255	37.60	40.60
0.3234	5.0	255	39.71	42.88
0.3241	5.0	255	43.15	41.94
0.3249	5.0	255	41.56	40.38
0.3256	5.0	255	38.63	27.81
0.3264	5.0	255	34.52	41.94
